original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,name,street,postcode,county_code,district,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
1451,Angers,France,47.4739884,-0.5515588,"Angers, PDL, France",,,,,,,Angers,Maine-et-Loire,Pays de la Loire,PDL,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1452,Yvoir,Belgium,50.3260425,4.877815,"5530 Yvoir, Belgium",,,5530,,,,Yvoir,Dinant,Namur,WNA,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1453,Nong Khai,Thailand,17.8825057,102.7482277,"Nong Khai, Nong Khai Province 43000, Thailand",Nong Khai,,43000,,,,Nong Khai,,Nong Khai Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1454,Samut Prakan,Thailand,13.5949486,100.5966707,"Samut Prakan, Samut Prakan Province 10290, Thailand",Samut Prakan,,10290,,,,Samut Prakan,Mueang Samut Prakan District,Samut Prakan Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1455,Miyagi,Japan,34.9803071,139.838919,"Miyagi, Tateyama, Japan",,,294-0033,,,Miyagi,Tateyama,Chiba Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1456,Stara Zagora,Bulgaria,42.4248111,25.6257479,"6002 Stara Zagora, Bulgaria",Stara Zagora,,6002,,,,Stara Zagora,Stara Zagora,,,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1457,Marlborough,United States,42.3459271,-71.5522874,"Marlborough, MA, United States of America",,,,,,,Marlborough,Middlesex County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1458,Centurion,South Africa,-25.836389,28.180278,"Centurion, 0014, South Africa",Centurion,,0014,,,,Centurion,City of Tshwane Metropolitan Municipality,Gauteng,GT,South Africa,za,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1459,Kumasi,Ghana,6.6985605,-1.6233086,"Kumasi, Ashanti Region, Ghana",Kumasi,,,,,,Kumasi,Kumasi Metropolitan District,Ashanti Region,,Ghana,gh,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1460,Milpitas,United States,37.4332273,-121.8989248,"Milpitas, CA 95035, United States of America",,,95035,,,,Milpitas,Santa Clara County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1461,Ichihara,Japan,35.497775,140.1156996,"Ichihara, Japan",,,,,,,Ichihara,Chiba Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1462,Salerno,Italy,40.6803601,14.7594542,"Salerno, CAM, Italy",,,,SA,,,Salerno,Salerno,Campania,CAM,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1463,La Chaux-de-Fonds,Switzerland,47.1031321,6.8325778,"La Chaux-de-Fonds, NE, Switzerland",,,,,,,La Chaux-de-Fonds,,Neuchâtel,NE,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1464,Postojna,Slovenia,45.7752847,14.2139937,"Postojna, Slovenia",,,,,,,Postojna,,,,Slovenia,si,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1465,Mont-Saint-Aignan,France,49.4679,1.0813,"76130 Mont-Saint-Aignan, France",,,76130,,,,Mont-Saint-Aignan,Seine-Maritime,Normandy,NOR,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1466,Juriquilla,Mexico,20.7125923,-100.458387,"Juriquilla, QUE, Mexico",,,,,,,Juriquilla,Municipio de Querétaro,Querétaro,QUE,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1467,Saratoga Springs,United States,43.0821793,-73.7853915,"Saratoga Springs, NY 12866, United States of America",,,12866,,,,Saratoga Springs,Saratoga County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1468,Faro,Portugal,37.0162727,-7.9351771,"Faro, Portugal",,,,,,,Faro,Faro,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1469,Mt Vernon,United States,40.9125085,-73.8386504,"Mount Vernon, NY, United States of America",,,,,,,Mount Vernon,Westchester County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1470,Mittelburgenland,Austria,47.504515999999995,16.49443025998506,"Bezirk Oberpullendorf, Austria",,,,,,,,Bezirk Oberpullendorf,Burgenland,,Austria,at,0.125,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1471,Hata,Japan,34.9371267,139.9102347,"Hata, Tateyama, Japan",Hata,,295-0199,,,Hata,Tateyama,Chiba Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1472,"Kishiwada City, Osaka Prefecture",Japan,34.464305,135.399054,"Shimomatsucho 1-chome (Kishiwada), Osaka Prefecture 596-0822, Japan",,,596-0822,,Shimomatsucho 1-chome,,Kishiwada,Kishiwada,Osaka Prefecture,,Japan,jp,0.2916666666666667,0.2916666666666667,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1473,Goiania,Brazil,-16.680882,-49.2532691,"Goiânia, GO, Brazil",,,,,,,Goiânia,Região Geográfica Intermediária de Goiânia,Goiás,GO,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1474,Tarragona,Spain,41.1172364,1.2546057,"43001 Tarragona, Spain",,,43001,T,,,Tarragona,Tarragonès,Catalonia,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1475,Parramatta,Australia,-33.8139843,151.002666,"Parramatta, Sydney, NSW, Australia",,,2150,,,Parramatta,Sydney,,New South Wales,NSW,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1476,Chungnam,South Korea,36.27333,128.02522,"Chungnam, Gyeongsangbuk-Do, South Korea",,,,,,,Chungnam,Sangju,Gyeongsangbuk-Do,,South Korea,kr,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1477,Minden-Pulau Pinang,Malaysia,5.359636,100.300988,"Gerbang Minden, George Town, Penang, Malaysia",,Gerbang Minden,,,,,George Town,Timur Laut,Penang,,Malaysia,my,0.23529411764705882,0.23529411764705882,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1478,A’ali,Bahrain,26.1544539,50.5273639,"A'ali 973, Bahrain",A'ali,,973,,,,A'ali,,Northern Governorate,,Bahrain,bh,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1479,Erbil,Iraq,36.1911653,44.0094294,"Erbil District, Erbil, Erbil Governorate, Iraq",Erbil,,44001,,Erbil District,,Erbil,ھەولێر,Erbil Governorate,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1480,Sintok,Malaysia,6.4451253,100.4811387,"Kubang Pasu, Sintok, Kedah, Malaysia",Sintok,,,,Kubang Pasu,,Sintok,,Kedah,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1481,Higashiosaka,Japan,34.678147,135.597728,"Higashiosaka, Osaka Prefecture, Japan",,,,,,,Higashiosaka,,Osaka Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1482,Ismailia,Egypt,30.6043775,32.2770825,"Al Ismailiya, 41544, Egypt",Al Ismailiya,,41544,,,,Al Ismailiya,,Al Ismailiya,,Egypt,eg,0.72,0.72,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1483,Newcastle,Australia,-32.9272881,151.7812534,"Newcastle NSW 2300, Australia",Newcastle,,2300,,,,Newcastle,,New South Wales,NSW,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1484,Novi Sad,Serbia,45.2551338,19.8451756,"21000 Novi Sad, Serbia",Novi Sad,,21000,,,,Novi Sad,South Backa Administrative District,Vojvodina,,Serbia,rs,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1485,Redmond,United States,47.6694141,-122.1238767,"Redmond, WA, United States of America",,,,,,,Redmond,King County,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1486,Mashhad,Iran,36.2974945,59.6059232,"بخش مرکزی شهرستان مشهد, Mashhad, Razavi Khorasan, Iran",Mashhad,,91386-43746,,بخش مرکزی شهرستان مشهد,,Mashhad,Mashhad County,Razavi Khorasan,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1487,Moelbis,Germany,51.1949899,12.4969814,"Mölbis, Rötha, Saxony, Germany",Mölbis,,,,,,Rötha,Landkreis Leipzig,Saxony,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1488,Rockledge,United States,28.3201553,-80.736647,"Rockledge, Rockledge, FL, United States of America",,,32955,,,Rockledge,Rockledge,Brevard County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1489,Bakersfield,United States,35.3738712,-119.019463,"Bakersfield, CA, United States of America",,,,,,,Bakersfield,Kern County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1490,Cankaya,Turkey,39.8853321,32.8554966,"Çankaya, Central Anatolia Region, Turkey",,,,,,,Çankaya,Ankara,Central Anatolia Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1491,,Turkey,38.9597594,34.9249653,Turkey,,,,,,,,,,,Turkey,tr,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1492,Rueil-Malmaison,France,48.87778,2.1802832,"92500 Rueil-Malmaison, France",,,92500,,,,Rueil-Malmaison,Hauts-de-Seine,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1493,Jenin,Palestine,32.4687609,35.2998223,"Palestine, 204 Jenin, Palestinian Territory",Palestine,Palestine,204,,,,Jenin,Area A,West Bank,,Palestinian Territory,ps,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1494,Champaign,United States,40.1164841,-88.2430932,"Champaign, IL, United States of America",,,,,,,Champaign,Champaign County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1495,Ya'an,China,30.0130923,103.0402038,"Yucheng District, Ya'an, Sichuan, China",Ya'an,,625000,,Yucheng District,,Ya'an,,Sichuan,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1496,Duisburg,Germany,51.434999,6.759562,"Duisburg, North Rhine-Westphalia, Germany",,,,,,,Duisburg,,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1497,Binh -Dnh,Viet Nam,13.8860254,109.1116945,"An Nhon, Bình Định Province, Vietnam",An Nhon,,,,,,An Nhon,An Nhơn District,Bình Định Province,,Vietnam,vn,0.42857142857142855,0.42857142857142855,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1498,Hirakata,Japan,34.818215,135.659225,"Hirakata, Osaka Prefecture, Japan",,,,,,,Hirakata,,Osaka Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1499,Macau,Macao,22.1899448,113.5380454,"519020 Macau, China",Macau,,519020,,,,Macau,Municipality of Macau,Macau,,China,cn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
