original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,name,street,county_code,postcode,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
235,Nay Pyi Taw,Myanmar,19.7540045,96.1344976,"Nay Pyi Taw, 15011, Myanmar",,,Nay Pyi Taw,,,15011,,Nay Pyi Taw,,Naypyitaw Union Territory,,Myanmar,mm,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
236,Boxmeer,Netherlands,51.6486483,5.9450972,"Boxmeer, NB, Netherlands",,,,,,,,Boxmeer,,North Brabant,NB,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
237,Wako,Japan,35.7817053,139.6058692,"Wako, Japan",,,,,,,,Wako,Saitama Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
238,Chiangmai,Thailand,18.7882778,98.9858802,"Saraphi District, Chiang Mai, Chiang Mai Province, Thailand",Saraphi District,,Chiang Mai,,,55520,,Chiang Mai,,Chiang Mai Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
239,Edinburgh,United Kingdom,55.9533456,-3.1883749,"City of Edinburgh, SCT, United Kingdom",,,,,,,,City of Edinburgh,,Scotland,SCT,United Kingdom,gb,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
240,Mitaka,Japan,35.685227,139.572916,"Mitaka, Japan",,,,,,,,Mitaka,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
241,Garching bei Munchen,Germany,48.2513878,11.6509662,"85748 Garching bei München, Germany",,,,,,85748,,Garching bei München,Landkreis München,Bavaria,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
242,Hayama,Japan,35.2729088,139.5931769,"Hayama, 240-0112, Japan",,,,,,240-0112,,Hayama,Miura County,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
243,Amherst,United States,42.3731948,-72.5198761,"Amherst, MA, United States of America",,,,,,,,Amherst,Hampshire County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
244,Groningen,Netherlands,53.2190652,6.5680077,"Groningen, GR, Netherlands",,,,,,,,Groningen,,Groningen,GR,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
245,Kyoto,Japan,35.021041,135.7556075,"Kyoto, Japan",,,,,,,,Kyoto,Kyoto Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
246,Tucson,United States,32.2228765,-110.974847,"Tucson, AZ, United States of America",,,,,,,,Tucson,Pima County,Arizona,AZ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
247,Sendai,Japan,38.2677554,140.8691498,"Sendai, Japan",,,,,,,,Sendai,Miyagi Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
248,Nanjing,China,24.5167811,117.3523949,"Nanjing, Fujian, China",,,Nanjing,,,,,Nanjing,Nanjing County,Fujian,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
249,Singapore City,Singapore,1.2894104,103.86312530000001,"Singapore Flyer, Raffles Avenue, Singapore 039799, Singapore",,,Singapore Flyer,Raffles Avenue,,039799,Downtown Core,Singapore,Central,,,Singapore,sg,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
250,Mainz,Germany,50.0012314,8.2762513,"Mainz, Rhineland-Palatinate, Germany",,,,,,,,Mainz,,Rhineland-Palatinate,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
251,Graz,Austria,47.0708678,15.4382786,"Graz, Styria, Austria",,,,,,,,Graz,,Styria,,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
252,Hanoi,Viet Nam,21.0283334,105.854041,"Hà Nội, Vietnam",,,,,,,,Hà Nội,,,,Vietnam,vn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
253,Serdang,Malaysia,5.2101277,100.6115907,"Bandar Baharu, Serdang, Kedah, Malaysia",Bandar Baharu,,Serdang,,,09800,,Serdang,,Kedah,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
254,Hattiesburg,United States,31.3271189,-89.2903392,"Hattiesburg, MS, United States of America",,,,,,,,Hattiesburg,Forrest County,Mississippi,MS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
255,Maha Sarakham,Thailand,16.1880948,103.2987346,"Maha Sarakham, Maha Sarakham Province, Thailand",,,Maha Sarakham,,,,,Maha Sarakham,,Maha Sarakham Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
256,Newcastle,United Kingdom,54.2118323,-5.8897216,"Newcastle, BT33 0AE, United Kingdom",,,Newcastle,,NMD,BT33 0AE,,Newcastle,County Down,Northern Ireland,NIR,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
257,,Georgia,41.6809707,44.0287382,Georgia,,,,,,,,,,,,Georgia,ge,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
258,Suez,Egypt,29.974498,32.537086,"Suez, 43515, Egypt",,,Suez,,,43515,,Suez,,Suez,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
259,Bloomington,United States,39.1670396,-86.5342881,"Bloomington, IN, United States of America",,,,,,,,Bloomington,Monroe County,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
260,,United States,39.7837304,-100.445882,United States of America,,,,,,,,,,,,United States of America,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
261,Krakow,Poland,50.0619474,19.9368564,"Krakow, Lesser Poland Voivodeship, Poland",,,,,,,,Krakow,,Lesser Poland Voivodeship,,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
262,Suita,Japan,34.764884,135.51735,"Suita, Osaka Prefecture, Japan",,,,,,,,Suita,,Osaka Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
263,Cambridge,United Kingdom,52.2055314,0.1186637,"Cambridge, ENG, United Kingdom",,,,,CAM,,,Cambridge,Cambridgeshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
264,San Francisco,United States,37.7792588,-122.4193286,"San Francisco, CA, United States of America",,,,,,,,San Francisco,,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
265,Berkeley,United States,37.8708393,-122.272863,"Berkeley, CA, United States of America",,,,,,,,Berkeley,Alameda County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
266,Pitsanulok,Thailand,16.8195767,100.28413095,"Thailand Post, Mittraphap Road, Phitsanulok, Phitsanulok Province 65000, Thailand",,,Thailand Post,Mittraphap Road,,65000,,Phitsanulok,บึงพระ,Phitsanulok Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
267,Oakland,United States,37.8044557,-122.271356,"Oakland, CA, United States of America",,,,,,,,Oakland,Alameda County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
268,Songkhla Province,Thailand,6.8790221,100.5498542,"Songkhla Province, Thailand",,,,,,,,,,Songkhla Province,,Thailand,th,0.5,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
269,Lopburi,Thailand,14.8023289,100.6146858,"Lop Buri, Lop Buri Province, Thailand",,,Lop Buri,,,,,Lop Buri,,Lop Buri Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
270,Liverpool,United Kingdom,53.4071991,-2.99168,"yes, Liverpool, ENG, United Kingdom",yes,,,,,,,Liverpool,Liverpool City Region,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
271,Montreal,Canada,45.5031824,-73.5698065,"Montreal, QC, Canada",,,,,,,,Montreal,Urban agglomeration of Montreal,Quebec,QC,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
272,Lyon,France,45.7578137,4.8320114,"Lyon, ARA, France",,,,,,,,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
273,Santiago,Chile,-33.4377756,-70.6504502,"Santiago, Santiago Metropolitan Region, Chile",,,,,,,,Santiago,Provincia de Santiago,Santiago Metropolitan Region,,Chile,cl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
274,Noordwijk aan Zee,Netherlands,52.2473908,4.4337384,"Noordwijk aan Zee, Noordwijk, ZH, Netherlands",Noordwijk,,Noordwijk aan Zee,,,2202 HV,Noordwijk aan Zee,Noordwijk,,South Holland,ZH,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
275,Munich,Germany,48.1371079,11.5753822,"Munich, Bavaria, Germany",,,,,,,,Munich,,Bavaria,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
276,Durham,United Kingdom,54.7770139,-1.5756205,"Durham, DH1 3NG, United Kingdom",,,Durham,,,DH1 3NG,,Durham,County Durham,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
277,Brighton,United Kingdom,50.8214626,-0.1400561,"Brighton, BN1 1HH, United Kingdom",,,Brighton,,ESX,BN1 1HH,,Brighton,East Sussex,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
278,Copenhagen,Denmark,55.6867243,12.5700724,"Indre By, Copenhagen, Denmark",Indre By,,Copenhagen,,,1357,,Copenhagen,,Capital Region of Denmark,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
279,Wuhu,China,31.3536127,118.4277477,"Wuhu, Anhui, China",,,Wuhu,,,,,Wuhu,,Anhui,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
280,Valparaiso,Chile,-33.0458456,-71.6196749,"Valparaíso, Valparaiso Region, Chile",,,,,,,,Valparaíso,Provincia de Valparaíso,Valparaiso Region,,Chile,cl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
281,Marseille,France,43.2961743,5.3699525,"13000 Marseille, France",,,,,,13000,,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,PAC,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
282,Bonn,Germany,50.735851,7.10066,"Bonn, North Rhine-Westphalia, Germany",,,,,,,,Bonn,,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
283,Leiden,Netherlands,52.1594747,4.4908843,"Leiden, ZH, Netherlands",,,,,,,,Leiden,,South Holland,ZH,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
284,Sheffield,United Kingdom,53.3806626,-1.4702278,"Sheffield, ENG, United Kingdom",,,,,,,,Sheffield,South Yorkshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
285,Biobio,Chile,-37.6036412,-72.2950816,"Mirador de Biobío, Mulchén, Biobío Region, Chile",,,Mirador de Biobío,,,,,Mulchén,Provincia de Bío-Bío,Biobío Region,,Chile,cl,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
286,Hefei,China,31.8228094,117.2218033,"Hefei, Anhui, China",,,,,,,,Hefei,,Anhui,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
287,Heidelberg,Germany,49.4093582,8.694724,"Heidelberg, BW, Germany",,,,,,,,Heidelberg,,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
288,Wellington,New Zealand,-41.2887953,174.7772114,"Wellington 6011, New Zealand",,,Wellington,,,6011,,Wellington,Wellington City,Wellington,WGN,New Zealand,nz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
289,Ikoma,Japan,34.6915267,135.6961681,"Ikoma, Japan",,,,,,,,Ikoma,Nara Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
290,Kamogawa,Japan,35.1140584,140.098692,"Kamogawa, Japan",,,,,,,,Kamogawa,Chiba Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
291,Jinan,China,36.6507007,117.1140042,"Jinan, Shandong, China",,,,,,,,Jinan,,Shandong,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
292,Bucheon-si,South Korea,37.5014422,126.7660139,"Bucheon-si, South Korea",,,,,,,,Bucheon-si,Gyeonggi,,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
293,Tsukuba,Japan,36.0833265,140.077279,"Tsukuba, Japan",,,,,,,,Tsukuba,Ibaraki Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
294,Durham,United States,35.996653,-78.9018053,"Durham, NC, United States of America",,,,,,,,Durham,Durham County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
295,Honolulu,United States,21.304547,-157.855676,"Honolulu, HI, United States of America",,,Honolulu,,,,,Honolulu,Honolulu County,Hawaii,HI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
296,Jackson,United States,32.2998686,-90.1830408,"Jackson, MS, United States of America",,,,,,,,Jackson,Hinds County,Mississippi,MS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
297,Sydney,Australia,-33.8698439,151.2082848,"Sydney, NSW, Australia",,,,,,,,Sydney,,New South Wales,NSW,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
298,Ludwigshafen,Germany,47.8177978,9.056572,"78351 Ludwigshafen (Ludwigshafen), Germany",,,Ludwigshafen,,,78351,,Ludwigshafen,Landkreis Konstanz,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
299,Kingston,United States,45.1969081,-94.3133199,"Kingston, MN, United States of America",,,,,,,,Kingston,Meeker County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300,Rahway,United States,40.6081591,-74.2776468,"Rahway, NJ 07065, United States of America",,,,,,07065,,Rahway,Union County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301,Hong Kong,Hong Kong,22.381131,114.135572,"Hong Kong, Hong Kong Island, Hong Kong S.A.R.",,,,,,,,Hong Kong,Central and Western,Hong Kong Island,,Hong Kong S.A.R.,hk,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
302,Brunswick,United States,31.1499528,-81.4914894,"Brunswick, GA, United States of America",,,,,,,,Brunswick,Glynn County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
303,Hoddesdon,United Kingdom,51.7616709,-0.0112898,"Hoddesdon, EN11 8UD, United Kingdom",,,Hoddesdon,,HRT,EN11 8UD,,Hoddesdon,Hertfordshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
304,Perth,Australia,-31.9558933,115.8605855,"Perth WA 6000, Australia",,,Perth,,,6000,,Perth,City of Perth,Western Australia,WA,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
305,Adelaide,Australia,-34.9281805,138.5999312,"Adelaide, SA, Australia",,,,,,,,Adelaide,Adelaide City Council,South Australia,SA,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
306,Manila,Philippines,14.5906346,120.9799964,"Manila, Metro Manila, Philippines",,,,,,,,Manila,Capital District,Metro Manila,,Philippines,ph,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
307,,Hong Kong,22.440384,114.098975,Hong Kong S.A.R.,,,Hong Kong S.A.R.,,,,,,,,,Hong Kong S.A.R.,hk,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
308,Chiba,Japan,35.609985,140.118126,"Chiba, Japan",,,,,,,,Chiba,Chiba Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
309,Tokushima,Japan,34.0698307,134.5550353,"Tokushima, 770-8571, Japan",,,,,,770-8571,,Tokushima,Tokushima Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
310,Ang Thong,Thailand,7.5478156,99.9815843,"Ang Thong, Phatthalung Province, Thailand",,,Ang Thong,,,,,Ang Thong,,Phatthalung Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
311,Fortaleza,Brazil,-3.7304512,-38.5217989,"Fortaleza, CE, Brazil",,,,,,,,Fortaleza,Região Geográfica Intermediária de Fortaleza,Ceará,CE,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
312,Geelong,Australia,-38.1493248,144.3598241,"Geelong VIC 3218, Australia",,,Geelong,,,3218,,Geelong,,Victoria,VIC,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
313,Tubarao,Brazil,-28.471488,-49.014132,"Tubarão, SC, Brazil",,,,,,,,Tubarão,,Santa Catarina,SC,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
314,Mossoro,Brazil,-5.1904332,-37.3443872,"Mossoró, RN, Brazil",,,,,,,,Mossoró,Região Geográfica Intermediária de Mossoró,Rio Grande do Norte,RN,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
315,Ribeirao Preto,Brazil,-21.1776315,-47.8100983,"Ribeirão Preto, SP, Brazil",,,,,,,,Ribeirão Preto,Região Metropolitana de Ribeirão Preto,São Paulo,SP,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
316,Bethesda,United States,38.9846816,-77.0942447,"Bethesda, MD, United States of America",,,Bethesda,,,,,Bethesda,Montgomery County,Maryland,MD,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
317,Changsha,China,28.2312227,112.9334574,"Yuelu District, Changsha, Hunan, China",Yuelu District,,Changsha,,,410013,,Changsha,,Hunan,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
318,Cheongju,South Korea,36.6421169,127.4891742,"Cheongju-si, South Korea",,,,,,,,Cheongju-si,North Chungcheong,,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
319,Ann Arbor,United States,42.2813722,-83.7484616,"Ann Arbor, MI, United States of America",,,,,,,,Ann Arbor,Washtenaw County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
320,Sapporo,Japan,43.061936,141.3542924,"Sapporo, Ishikari Subprefecture, Japan",,,,,,,,Sapporo,Hokkaido Prefecture,Ishikari Subprefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
321,Seri Iskandar,Malaysia,4.3612524,100.9508728,"Perak Tengah, Seri Iskandar, Perak, Malaysia",Perak Tengah,,Seri Iskandar,,,32610,,Seri Iskandar,,Perak,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
322,Erlangen,Germany,49.5928616,11.0056,"Erlangen, Bavaria, Germany",,,,,,,,Erlangen,,Bavaria,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
323,Min-Hsiung,Taiwan,23.798532,120.955426,Taiwan,,,Taiwan,,,,,,,,,Taiwan,tw,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
324,Ubon Ratchathani,Thailand,15.2274235,104.8589462,"Ubon Ratchathani, Ubon Ratchathani Province 34000, Thailand",,,Ubon Ratchathani,,,34000,,Ubon Ratchathani,,Ubon Ratchathani Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
325,Leuven,Belgium,50.879202,4.7011675,"Leuven, Flemish Brabant, Belgium",,,,,,,,Leuven,Leuven,Flemish Brabant,,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
326,3000 Leuven,Belgium,50.88067022915873,4.7026985566984125,"Leuven, Flemish Brabant, Belgium",Leuven,,Leuven,,,3000,,Leuven,Leuven,Flemish Brabant,,Belgium,be,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
327,Toronto,Canada,43.6534817,-79.3839347,"Toronto, ON, Canada",,,,,,,,Toronto,Golden Horseshoe,Ontario,ON,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
328,Reykjavik,Iceland,64.145981,-21.9422367,"Reykjavik, Iceland",,,,,,,,Reykjavik,Capital Region,,,Iceland,is,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
329,Nakon Pathom,Thailand,13.82019,100.053354,"Nakhon Pathom, Nathon Pathon, Thailand",,,,,,,,Nakhon Pathom,Nakhon Pathom,Nathon Pathon,,Thailand,th,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
330,Hamilton,Canada,43.2560802,-79.8728583,"Hamilton, ON, Canada",,,,,,,,Hamilton,Golden Horseshoe,Ontario,ON,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
331,Yokohama,Japan,35.4443947,139.6367727,"Yokohama, 231-0017, Japan",,,,,,231-0017,,Yokohama,Kanagawa Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
332,Sennan,Japan,34.3657277,135.2739742,"Sennan, Osaka Prefecture, Japan",,,,,,,,Sennan,,Osaka Prefecture,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
333,Fukui,Japan,36.061751,136.2260542,"Fukui, Japan",,,,,,,,Fukui,Fukui Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
334,Ladkrabang Bangkok,Thailand,13.729844199999999,100.7746543493252,"King Mongkut's Institute of Technology Ladkrabang, Chalong Krung Road, Lat Krabang District, Bangkok 10520, Thailand",,,King Mongkut's Institute of Technology Ladkrabang,Chalong Krung Road,,10520,Lat Krabang District,,,Bangkok,,Thailand,th,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
335,Matsumoto,Japan,36.2382047,137.9687141,"Matsumoto, Japan",,,,,,,,Matsumoto,Nagano Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
336,Fukuoka,Japan,33.5898988,130.4017509,"Fukuoka, Japan",,,,,,,,Fukuoka,Fukuoka Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
337,Niigata,Japan,37.9163757,139.0365062,"Niigata, Japan",,,,,,,,Niigata,Niigata Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
338,Stillwater,United States,36.1156306,-97.0585717,"Stillwater, OK, United States of America",,,,,,,,Stillwater,Payne County,Oklahoma,OK,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
339,Nakhon Sawan,Thailand,15.705783,100.1330046,"Nakhon Sawan, Nakhon Sawan Province 60000, Thailand",,,Nakhon Sawan,,,60000,,Nakhon Sawan,,Nakhon Sawan Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
340,Manchester,United Kingdom,53.4794892,-2.2451148,"Manchester, ENG, United Kingdom",,,,,,,,Manchester,Greater Manchester,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
341,Beckenham,United Kingdom,51.4070938,-0.0303183,"Beckenham, London, ENG, United Kingdom",London Borough of Bromley,,Beckenham,,,BR3 1DZ,Beckenham,London,Greater London,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
342,Penrith,Australia,-33.7511954,150.6941711,"Penrith, Sydney, NSW, Australia",,,,,,2750,Penrith,Sydney,,New South Wales,NSW,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
343,Barcelona,Spain,41.3828939,2.1774322,"08001 Barcelona, Spain",,,,,B,08001,,Barcelona,Barcelonès,Catalonia,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
344,Okayama,Japan,34.6553944,133.9194595,"Okayama, Japan",,,,,,,,Okayama,Okayama Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
345,Ames,United States,42.0267567,-93.6170448,"Ames, IA, United States of America",,,,,,,,Ames,Story County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
346,Pohang,South Korea,36.0189315,129.3429384,"Pohang-si, South Korea",,,,,,,,Pohang-si,North Gyeongsang,,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
347,Potsdam,Germany,52.4009309,13.0591397,"Potsdam, BB, Germany",,,,,,,,Potsdam,,Brandenburg,BB,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
348,Yamagata,Japan,38.2553393,140.3400205,"Yamagata, Japan",,,,,,,,Yamagata,Yamagata Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
349,Norwich,United Kingdom,52.6285576,1.2923954,"Norwich, ENG, United Kingdom",,,,,NFK,,,Norwich,Norfolk,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
350,Musashino,Japan,35.712898,139.563534,"Musashino, Japan",,,,,,,,Musashino,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
351,Omura,Japan,32.9002281,129.9585055,"Omura, Japan",,,,,,,,Omura,Nagasaki Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
